"L_Gene"	"L_ident"	"L_celltype"	"L_cluster"	"L_MeanUMI"	"R_Gene"	"R_ident"	"R_celltype"	"R_cluster"	"R_MeanUMI"	"Str"
"pp_L_0_Lgals3bp"	"pp_L_0"	"DCs"	0	0.152776558169935	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00089686910559177
"pp_L_0_Lgals3bp"	"pp_L_0"	"DCs"	0	0.152776558169935	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00089686910559177
"pp_L_0_Lgals3bp"	"pp_L_0"	"DCs"	0	0.152776558169935	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00089686910559177
"pp_L_0_Lgals3bp"	"pp_L_0"	"DCs"	0	0.152776558169935	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00089686910559177
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00573340139434591
"pp_L_1_Lgals3bp"	"pp_L_1"	"MPs"	1	0.386276567511521	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00573340139434591
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00235632840902171
"pp_L_4_Lgals3bp"	"pp_L_4"	"pDCs"	4	0.247633901111111	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00235632840902171
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00325833225792858
"pp_L_0_Sema4d"	"pp_L_0"	"DCs"	0	0.291198996296296	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00325833225792858
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00525289292370506
"pp_L_1_Sema4d"	"pp_L_1"	"MPs"	1	0.369735766129032	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00525289292370506
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.0053921517475327
"pp_L_4_Sema4d"	"pp_L_4"	"pDCs"	4	0.374604717777778	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.0053921517475327
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00393928144731306
"pp_L_1_Adam17"	"pp_L_1"	"MPs"	1	0.320184788248848	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00393928144731306
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00189321657328679
"pp_L_4_Adam17"	"pp_L_4"	"pDCs"	4	0.221969006666667	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00189321657328679
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00611884622041285
"pp_L_0_Nampt"	"pp_L_0"	"DCs"	0	0.399049672766885	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00611884622041285
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00864979340518732
"pp_L_1_Nampt"	"pp_L_1"	"MPs"	1	0.47445503202765	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00864979340518732
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00259121714401734
"pp_L_4_Nampt"	"pp_L_4"	"pDCs"	4	0.259683343333333	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00259121714401734
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.473021937361293
"pp_L_0_Hsp90aa1"	"pp_L_0"	"DCs"	0	3.50859169433551	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.473021937361293
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.508366189024629
"pp_L_1_Hsp90aa1"	"pp_L_1"	"MPs"	1	3.63731169400922	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.508366189024629
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.544763247402928
"pp_L_2_Hsp90aa1"	"pp_L_2"	"ILC13"	2	3.76526970279465	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.544763247402928
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.496351201894065
"pp_L_3_Hsp90aa1"	"pp_L_3"	"ILC2"	3	3.59407163222222	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.496351201894065
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.618763258505869
"pp_L_4_Hsp90aa1"	"pp_L_4"	"pDCs"	4	4.01286406777778	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.618763258505869
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_4_F11r"	"epi_R_4"	"M.cell.Progenitor.1"	4	1.02422710493827	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_5_F11r"	"epi_R_5"	"Goblet"	5	0.566404112790698	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_6_F11r"	"epi_R_6"	"Enterocyte.2"	6	0.358238526694693	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_7_F11r"	"epi_R_7"	"Tuft"	7	0.43152737258427	0.00237849250381596
"pp_L_0_Btla"	"pp_L_0"	"DCs"	0	0.24879582211329	"epi_R_8_F11r"	"epi_R_8"	"M.cell"	8	0.818472229947917	0.00237849250381596
"pp_L_0_App"	"pp_L_0"	"DCs"	0	0.267055869825708	"epi_R_0_F11r"	"epi_R_0"	"Stem"	0	0.313447356880734	0.00274043734240656
"pp_L_0_App"	"pp_L_0"	"DCs"	0	0.267055869825708	"epi_R_1_F11r"	"epi_R_1"	"Endocrine"	1	0.766334855709343	0.00274043734240656
"pp_L_0_App"	"pp_L_0"	"DCs"	0	0.267055869825708	"epi_R_2_F11r"	"epi_R_2"	"Enterocyte.Progenitor"	2	0.475945692431973	0.00274043734240656
"pp_L_0_App"	"pp_L_0"	"DCs"	0	0.267055869825708	"epi_R_3_F11r"	"epi_R_3"	"TA.Early"	3	0.328179682751092	0.00274043734240656
